"CODINST","NOMBREINSTITUCION","CODIGOMUNICIPIO","NOMBREMUNICIPIO","DEPARTAMENTO","CALENDARIO","NATURALEZA","JORNADA","EVALUADOS","PROMLECTURACRITICA","PROMMATEMATICA","PROMSOCIALESYCIUDADANAS","PROMCIENCIASNATURALES","PROMINGLES","PROMRAZONAMIENTOCUANTITA","PROMCOMPETENCIASCIUDADAN"
156786,"CENT JOHANN KEPLER",11001,"BOGOTÁ D.C.","BOGOTA",NA,"NO OFICIAL","SABATINA - DOMINICAL",189,46.75,45.89,46.54,43.13,44.66,46.98,46.76
17319,"COLEGIO SAN FRANCISCO DE ASIS",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",76,56.78,55.49,56.86,58.74,55.78,57.13,56.54
79822,"INETEC",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",22,43.32,43.55,44.64,40.55,43.05,44,45.14
70177,"COLEGIO ANDINO",76001,"CALI","VALLE","B","NO OFICIAL","NOCHE",22,48.68,51.59,51.86,49.5,51,52.55,52.77
144147,"COLEGIO INTEGRADO LOS ANDES  CIANDES  - SEDE PRINCIPAL",68276,"FLORIDABLANCA","SANTANDER","A","NO OFICIAL","MAÑANA",25,45.72,43.6,46.64,42.24,45.24,45.12,46.48
135624,"INSTITUTO SURAMERICANO SIMON BOLIVAR - SEDE PRINCIPAL",68001,"BUCARAMANGA","SANTANDER","A","NO OFICIAL","SABATINA - DOMINICAL",2,40.5,38.5,45,37,40.5,37.5,47.5
135467,"COL GENTE UNIDA JOVENES POR LA PAZ-SANTO DOMINGO",5001,"MEDELLIN","ANTIOQUIA","A","NO OFICIAL","MAÑANA",33,42.67,39.27,41.24,35.55,41.09,39.3,42.12
61440,"INST EDUC KENNEDY",66001,"PEREIRA","RISARALDA","A","OFICIAL","NOCHE",2,56,56.5,58,55.5,58.5,56,55
100909,"INSTITUCION EDUCATIVA TEC. NTRA SRA DE LOURDES",52699,"SANTACRUZ (GUACHAVES)","NARIÑO","A","OFICIAL","MAÑANA",56,42.05,40.88,40.77,37.27,43.05,41.2,42.54
78832,"COL COLOMBIA",76520,"PALMIRA","VALLE","B","NO OFICIAL","MAÑANA",26,49.23,47.23,49.92,47.04,47.35,47.15,48.92
82891,"INST NACIONAL DEL APRENDIZAJE INSA",76001,"CALI","VALLE","A","NO OFICIAL","MAÑANA",2,43.5,43,48,42.5,45,46,46
46516,"COL NUEVA ORLEANS",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",4,68.25,79.5,70.75,73.75,78,79.5,66.5
145060,"COLEGIO COLOMBO BRITANICO",15001,"TUNJA","BOYACA","A","NO OFICIAL","SABATINA - DOMINICAL",5,48.8,41.2,41.6,44.4,47.4,40.4,44.8
112300,"CENT EDUC PROEDUCAR",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",91,45.97,45.7,46.1,43.45,45.1,46.87,46.92
21758,"COL PARROQ DEL INMACULADO CORAZON DE MARIA",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",1,45,55,51,63,50,64,48
66530,"I.E. SAGRADO CORAZON - SEDE PRINCIPAL",19573,"PUERTO TEJADA","CAUCA","A","OFICIAL","NOCHE",1,38,25,44,29,42,26,44
70094,"COL PARROQ SAN JUAN BAUTISTA",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",117,53.15,52.87,52.34,54.14,50.25,53.5,51.65
131250,"COLEGIO ANGLO AMERICANO",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",17,58.12,62.59,61.35,63.59,75.35,63.65,60.53
186494,"COLEGIO DISTRITAL CHARRY (IED) - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","SABATINA - DOMINICAL",70,44.41,42.57,44.14,40.37,44.47,43.54,44.97
79285,"GIMN FONTANA",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",66,66.95,71.79,71.06,72.98,83.58,73.67,68.11
102889,"INSTITUTO EDUCATIVO FUTURO HOY - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",17,49.24,45.24,48.41,46.18,47.18,45.29,47.94
179366,"COORPORACION EDUCATIVA NISI SCHOOL - SEDE PRINCIPAL",76892,"YUMBO","VALLE","B","NO OFICIAL","MAÑANA",4,44.25,50.75,48.25,48,50.5,54.25,43.25
142463,"COLEGIO LOS CEDROS - SEDE PRINCIPAL",68001,"BUCARAMANGA","SANTANDER","A","NO OFICIAL","COMPLETA U ORDINARIA",2,55.5,51.5,61.5,56.5,63.5,52.5,57
16832,"COLEGIO NUESTRA SEÑORA DE LA CONSOLACION",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",78,58.44,57.42,58.62,59.67,57.54,59.49,59
112128,"COL  TOMAS CIPRIANO DE MOSQUERA",41001,"NEIVA","HUILA","A","NO OFICIAL","MAÑANA",36,47.92,45.86,47.42,45.39,46.94,46.47,47
142877,"COLEGIO EKKLESIA",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",9,60.11,56.11,62.44,58.56,58.44,56.56,63
17749,"LICEO BENALCAZAR",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",44,67.48,70.95,69.45,70.75,77.36,72.55,67.61
133702,"INST TEC DE EXCELENCIA PROFESIONAL INTENAL - SEDE PRINCIPAL",19142,"CALOTO","CAUCA","A","NO OFICIAL","SABATINA - DOMINICAL",14,39.36,36.79,36.79,33.86,44.71,38.36,37.86
100701,"COL SANTA TERESITA",76111,"BUGA","VALLE","B","NO OFICIAL","MAÑANA",22,56.05,53.95,55.36,55.64,54.32,54,55.59
110544,"INST TEC CONSTRUCTORES DEL FUTURO",76001,"CALI","VALLE","A","NO OFICIAL","SABATINA - DOMINICAL",3,47.67,43.67,32.33,41.33,43,42.67,36
53223,"SEDE PRINCIPAL CONCENTRACIÓN DE DESARROLLO RURAL",76834,"TULUA","VALLE","B","OFICIAL","MAÑANA",1,41,32,39,44,49,25,38
128652,"INST EDUC FRANCISCO JOSÉ DE CALDAS",76892,"YUMBO","VALLE","B","NO OFICIAL","SABATINA - DOMINICAL",28,44.07,40.68,41.36,41.14,43,40.96,41.43
124065,"COLEGIO ENTERPRISE",50001,"VILLAVICENCIO","META","A","NO OFICIAL","SABATINA - DOMINICAL",2,48,53.5,51,49.5,45,57.5,51.5
191890,"INST SERV EDUC NAL DE ADULTOS SENDAS",73411,"LIBANO","TOLIMA","A","NO OFICIAL","SABATINA - DOMINICAL",1,54,50,45,59,41,48,48
106179,"COL HOGAR MADRE DE DIOS",19001,"POPAYAN","CAUCA","B","NO OFICIAL","MAÑANA",53,53.72,52.83,56.26,53.79,53.3,54.43,55.42
150482,"COLEGIO SAN IGNACIO DE LOYOLA",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",8,47.63,46,47.63,46.88,45,46.88,49.25
122820,"INSTITUTO SER INTERNACIONAL",76147,"CARTAGO","VALLE",NA,"NO OFICIAL","SABATINA - DOMINICAL",5,44.6,44.8,45,45.8,43.4,46.4,44
50567,"COLEGIO LAURETTA BENDER",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",23,64.04,65.43,65.13,65.26,78,67.22,62.61
100040,"INSTITUTO NACIONAL DEL SABER INSA (ANTES GUZMABO) - SEDE PRINCIPAL",66001,"PEREIRA","RISARALDA","A","NO OFICIAL","NOCHE",4,56.25,47.25,53.75,37.25,51.25,48,51.25
164475,"COL CALASANZ",66001,"PEREIRA","RISARALDA","A","NO OFICIAL","COMPLETA U ORDINARIA",8,68.5,68,74.38,70.5,72.5,69.38,71.38
170456,"COL DE BTO. TECNICO EN COMERCIO Y SISTEMAS HEISENBERG",41001,"NEIVA","HUILA","A","NO OFICIAL","TARDE",78,46.33,44.76,44.17,45.08,46.42,46.5,44.26
169789,"COLEGIO CAMPESTRE COMFAMILIAR - SEDE PRINCIPAL",86568,"PUERTO ASIS","PUTUMAYO","A","NO OFICIAL","SABATINA - DOMINICAL",4,45,42.75,42.75,40.25,47,44.5,40.75
106625,"BTO DE ADULTOS UNAD",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",24,52.38,51.33,56.25,54.63,52.83,52.71,55.96
135806,"COL DAVID EISENHOWER",25126,"CAJICA","CUNDINAMARCA","B","NO OFICIAL","COMPLETA U ORDINARIA",5,59.8,64,68,68.2,79.8,66,64.4
61671,"BRAULIO GONZALEZ",85001,"YOPAL","CASANARE","A","OFICIAL","NOCHE",5,39.6,52,36.2,37,47.8,50.4,37.2
135749,"CORPORACION EDUCATIVA ARKOS U",25269,"FACATATIVA","CUNDINAMARCA","A","NO OFICIAL","MAÑANA",58,46.72,45.69,45.16,44.57,45.09,45.48,45.09
135434,"POLITECNICO UNIVERSAL DE CAPACITACION",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",19,52.26,47.74,52.95,49.05,52,47.89,52.26
18556,"COL AGUSTINIANO CAMPESTRE",76520,"PALMIRA","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",53,55.96,62.32,59.15,61.94,64.32,65.58,58.98
105965,"COL BASIS",76520,"PALMIRA","VALLE","B","NO OFICIAL","MAÑANA",23,46.91,45.52,46.39,44.43,47.74,44.7,45.22
56333,"COL INTEGRAL BAQUERIZO Y MURILLO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",12,53.92,56,58.08,56.33,73.67,55.58,55.25
42069,"COL FONTAN",5266,"ENVIGADO","ANTIOQUIA","A","NO OFICIAL","COMPLETA U ORDINARIA",12,69.75,73.08,73.83,74.08,79.75,71.17,71.67
166017,"CENTRO DE ESTUDIOS OCUPACIONAL  CEO  - SEDE PRINCIPAL",76834,"TULUA","VALLE","A","NO OFICIAL","MAÑANA",14,45.21,46.07,44.71,44.71,44.07,46.36,44.5
20974,"COL DIST REP DE COLOMBIA",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","NOCHE",20,50.35,51.05,48.35,48.25,47.4,51,48.85
123968,"SEDE LA PAMBA",19001,"POPAYAN","CAUCA","A","OFICIAL","MAÑANA",2,43,56,47.5,46,49,60.5,51
50724,"COLEGIO ALBANIA",44035,"ALBANIA","LA GUAJIRA","B","NO OFICIAL","COMPLETA U ORDINARIA",30,61.83,62.67,66.9,65.53,83.53,63.47,65.07
100636,"ACADEMIA COLOMBIANA DE ENSEÑANZA",76520,"PALMIRA","VALLE","B","NO OFICIAL","MAÑANA",11,45.91,45,44.91,41.36,48.55,48.36,45.73
101626,"COL COOP  LOS ANDES",73001,"IBAGUE","TOLIMA","A","NO OFICIAL","SABATINA - DOMINICAL",1,55,57,55,62,45,62,60
183673,"COLEGIO INTERAMERICANO DE NECH¿  COINNE  - SEDE PRINCIPAL",5495,"NECHI","ANTIOQUIA","A","NO OFICIAL","SABATINA - DOMINICAL",36,39.67,40.06,38.03,36.81,42.58,40.08,39.17
19489,"COL SANTA FRANCISCA ROMANA",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",67,72.72,82.69,76.84,77.72,89.03,82.84,70.88
105262,"CENTRO DE CAPACITACION SANTA INES",76001,"CALI","VALLE","A","NO OFICIAL","SABATINA - DOMINICAL",29,45.38,44.76,46.62,43.62,44.86,45.59,45.93
34629,"COL DE LA SANTÍSIMA TRINIDAD",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",39,52.08,51.49,49.64,52,49.59,52.79,50.05
114694,"TERRA INSTITUTI - SEDE PRINCIPAL",76001,"CALI","VALLE","B","NO OFICIAL","NOCHE",111,40.14,39.52,38.97,35.07,42.41,40.76,40.02
79293,"ACAD AMERICANA DE SISTEMAS Y COMERCIO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",22,41.41,40.68,41.86,35.23,43.68,41.91,43.36
56093,"CEDID SAN PABLO BOSA",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","NOCHE",12,46,48.33,44.92,44.58,45.42,48,44.08
169672,"COLEGIO MONTERROSALES - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA",NA,"NO OFICIAL","MAÑANA",11,56.45,58.18,57.91,56.82,70,59.73,57.82
156232,"COL CALASANZ",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","COMPLETA U ORDINARIA",21,64.62,72.19,66.95,69.1,74.1,74.52,64.76
39180,"COL NUESTRA SEÑORA DE BETHLEM",19001,"POPAYAN","CAUCA","B","NO OFICIAL","COMPLETA U ORDINARIA",25,59.04,57.68,60.56,61.88,53.32,59.04,59.04
31369,"INSTITUTO MELVIN JONES",19001,"POPAYAN","CAUCA","B","NO OFICIAL","MAÑANA",53,52.66,54.58,55.66,53.83,52.7,55.38,55.36
142505,"CENTRO DE CAPACITACION BOLIVAR LTDA  CENCABO",25754,"SOACHA","CUNDINAMARCA","A","NO OFICIAL","COMPLETA U ORDINARIA",11,50.64,47.82,47.82,47.09,47.27,49.18,47.91
149682,"COLEGIO MAYOR PRIMEROS MAESTROS",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","TARDE",18,58.17,60.78,62.72,61.28,74.5,61.61,60.61
47357,"COLEGIO ASPAEN GIMNASIO HORIZONTES",17873,"VILLAMARIA","CALDAS","B","NO OFICIAL","COMPLETA U ORDINARIA",16,63.25,72.94,68,70.44,80.69,72.81,66.63
102467,"CENT EDUC DIST EL JAPON",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","NOCHE",4,36,40.5,34.25,35.75,42.5,40,33.75
16972,"COLEGIO FRANCISCANO  PÍO XII",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",86,60.73,66.27,63.73,64.84,66.81,67.52,62.14
136952,"CENT EDUC DIST CAFAM BELLAVISTA",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","SABATINA - DOMINICAL",25,45.76,44.64,46.2,43.32,46.44,45,45.8
170282,"CENT EDUC PAULO FREIRE",68001,"BUCARAMANGA","SANTANDER","A","NO OFICIAL","SABATINA - DOMINICAL",22,56.64,55.14,58.64,56.36,60.5,57.32,57
144071,"COL COLOMBIA JARDIN INFANTIL MAFALDA",19001,"POPAYAN","CAUCA","B","NO OFICIAL","MAÑANA",8,46.88,45.63,42,49,46.5,45.5,43.25
74062,"COL YARIGUIES",68081,"BARRANCABERMEJA","SANTANDER","A","NO OFICIAL","COMPLETA U ORDINARIA",6,52.67,53.17,51.83,53.17,53.67,52.67,54
89318,"LICEO LATINO",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",8,49.5,53.25,47.38,49.25,50.5,54.25,48.63
94276,"COL MIGUEL ANGEL CORNEJO",25269,"FACATATIVA","CUNDINAMARCA","A","NO OFICIAL","MAÑANA",6,49.67,49,54.17,50.33,46.5,48.83,54.83
142661,"COLEGIO GIMNASIO VERMONT",5607,"RETIRO","ANTIOQUIA","B","NO OFICIAL","COMPLETA U ORDINARIA",53,64.98,71.51,66.4,70.55,84.96,73.45,64.34
112284,"UNION PROFESIONAL PARA LA EDUCACION Y EL TRABAJO UPET",5001,"MEDELLIN","ANTIOQUIA","A","NO OFICIAL","NOCHE",53,46,45.04,43.83,40.85,46.19,45.6,44.64
70086,"COL. BAUTISTA",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",25,50.28,50.84,54.6,52.76,49.6,51.76,54.52
78592,"EDUARDO CABALLERO CALDERON",63001,"ARMENIA","QUINDIO","A","NO OFICIAL","SABATINA - DOMINICAL",33,44.67,43.94,43.7,41.76,46.33,43.58,43.36
143578,"COL DIST JUAN LOZANO Y LOZANO",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","NOCHE",16,46.94,47.81,44.94,46,44.44,46.25,44.44
115261,"COL CHARLES BABBAGGE",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",12,53.58,50.25,48.08,50.42,46.5,50.08,48.42
141416,"CENTRO EDUCATIVO SURAMERICANO - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",3,41.67,47,46.33,41.67,43.67,50.33,47.67
169979,"INSTITUTO BOLIVARIANO - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",11,45,44.64,53.27,46.82,45.18,45.55,52
11288,"COL SAN FRANCISCO JAVIER",52001,"PASTO","NARIÑO","B","NO OFICIAL","COMPLETA U ORDINARIA",102,64.94,67.94,67.65,71.88,70.55,68.94,65.55
122580,"INSTITUTO DE EDUCACION INTEGRAL SAN SEBASTIAN - SEDE PRINCIPAL",25035,"ANAPOIMA","CUNDINAMARCA","A","NO OFICIAL","NOCHE",7,42.14,43.71,43.43,35.71,43,43.86,44.86
48413,"COL ALONSO ARAGON QUINTERO",76111,"BUGA","VALLE","B","NO OFICIAL","NOCHE",35,43.83,44.74,43.91,42.71,45.49,45.4,44.03
100990,"GIMN INGLES",63690,"SALENTO","QUINDIO","B","NO OFICIAL","COMPLETA U ORDINARIA",41,65.54,70.37,67.37,69.56,85.27,72.07,64.95
157925,"COLEGIO OFICIAL MIXTA BONAFONT",17614,"RIOSUCIO","CALDAS","A","OFICIAL","SABATINA - DOMINICAL",7,44.43,47.29,46.86,41.43,44,46.43,47.57
130062,"GIMN LA ARBOLEDA",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",32,60.03,61,61.5,63.94,73.78,62.03,59
78972,"INST SAN FRANCISCO DE ASIS",52001,"PASTO","NARIÑO","B","NO OFICIAL","MAÑANA",60,53.43,55.22,57.08,56.83,50.5,55.92,56.17
108662,"COL GIMN AMERICANO",25286,"FUNZA","CUNDINAMARCA","A","NO OFICIAL","MAÑANA",38,47.58,45.45,47.82,43.11,45.63,46.16,48.16
105676,"INSTITUTO TECNOLOGICO EMPRESARIAL COLOMBIANO",76233,"DAGUA","VALLE","A","NO OFICIAL","SABATINA - DOMINICAL",16,42.13,41.81,37.44,34.94,43.69,42.31,38.56
27839,"COL COOP MINUTO DE DIOS",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",16,50.38,51.5,50,51.94,49,52.56,50.81
87999,"COL BILING DE LA UNIVERSIDAD DEL BOSQUE",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","COMPLETA U ORDINARIA",38,62.18,63.39,65.79,68.24,73.37,65.21,63.61
144022,"INSTITUTO NACIONAL CENTRO DE SISTEMAS - SYSTEM CENTER - SEDE PRINCIPAL",20001,"VALLEDUPAR","CESAR","A","NO OFICIAL","SABATINA - DOMINICAL",5,42.2,43,30.2,34.2,42,48.4,33.4
63792,"COLEGIO CRISTIANO J. VENDER MURPHY - SEDE PRINCIPAL",8573,"PUERTO COLOMBIA","ATLANTICO","B","NO OFICIAL","COMPLETA U ORDINARIA",16,63.25,61.38,66.88,64.63,75.81,63.38,65.5
36921,"ACADEMIA MILITAR GENERAL JOSÉ MARÍA CABAL",76001,"CALI","VALLE","A","NO OFICIAL","MAÑANA",19,52.68,51.58,57.53,57.37,53.11,52.63,55.58
84038,"IE TECNICA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL",15755,"SOCOTA","BOYACA","A","OFICIAL","NOCHE",12,41.42,40.5,39.5,39.75,43.17,40.08,40
54197,"INSTITUCION EDUCATIVA ASPAEN GIMNASIO ALTAMAR BILINGUE",8573,"PUERTO COLOMBIA","ATLANTICO","B","NO OFICIAL","COMPLETA U ORDINARIA",11,62.18,65.82,68,65.45,77.45,68.64,63.91
127654,"CIUDADELA SIGLO XXI",18001,"FLORENCIA","CAQUETA","A","OFICIAL","MAÑANA",9,43.44,43.11,44.44,41.67,43.44,42.56,44.11
138545,"INSTITUTO DE EDUCACION FORMAL ""CECONTEC"" - SEDE PRINCIPAL",73268,"ESPINAL","TOLIMA","A","NO OFICIAL","SABATINA - DOMINICAL",14,42.71,40.64,39.64,38.86,44.29,44.07,40.21
174854,"CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA",76001,"CALI","VALLE","B","NO OFICIAL","NOCHE",24,48.04,46.71,47,44.29,52.21,49.38,47.46
19380,"COL COLOMBO HEBREO",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",14,65.57,74,67.86,73.36,86.71,74.86,66.57
18242,"LA PRESENTACIÓN",76147,"CARTAGO","VALLE","B","NO OFICIAL","MAÑANA",31,57.39,58.42,60.16,59.81,63.48,61,59.32
129569,"POLITECNICO INTEGRAL COLOMBIANO",5266,"ENVIGADO","ANTIOQUIA","A","NO OFICIAL","MAÑANA",22,49.77,48.5,50,45.45,50.86,50,50.14
137182,"COLEGIO FUNDACION INTEGRAL SCOUT - SEDE PRINCIPAL",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",9,44.67,43.56,43.67,43.33,48.44,45,43.22
190926,"INSTITUTO CENTRAL SUPERIOR - SEDE PRINCIPAL",50001,"VILLAVICENCIO","META","A","NO OFICIAL","MAÑANA",23,45.57,48.22,45.43,45.52,46,50.74,46.26
95869,"STUDIO SISTEMAS AGENCIA CRISTIANA DE SERVICIO Y EDUCACION",5001,"MEDELLIN","ANTIOQUIA","A","NO OFICIAL","MAÑANA",91,46.41,45.95,46.32,42.92,46.95,46.9,46.89
59568,"CENT EDUC DIST MIGUEL DE CERVANTES SAAVEDRA",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","NOCHE",40,44.33,45.45,44.1,41.9,43.75,47.48,44.98
173930,"C.E. JÓVENES CON FUTURO - SEDE PRINCIPAL",25386,"LA MESA","CUNDINAMARCA","A","NO OFICIAL","SABATINA - DOMINICAL",16,43.94,44.44,42.13,39,44,46.31,43.5
144212,"COL CRISTIANO BILINGUE DE CARTAGENA",13001,"CARTAGENA","BOLIVAR","B","NO OFICIAL","COMPLETA U ORDINARIA",16,60.06,60.19,61.44,62.81,68.38,61.56,59.56
179226,"COLEGIO KNIGHTSBRIDGE SCHOOLS INTERNATIONAL - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",24,63.08,62.33,63.67,67.04,79.21,62.58,61.96
17293,"COLEGIO SAN ANTONIO MARIA CLARET",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",160,61.28,66.43,63.23,64.58,62.06,68.37,62.35
66134,"ACADEMIA DE CIENCIAS DE COLOMBIA AKADEMOS",76001,"CALI","VALLE","B","NO OFICIAL","NOCHE",21,48.81,47.86,52.29,50.05,50.81,48.24,53.24
1503,"LICEO PEDRO LUIS ALVAREZ C",5129,"CALDAS","ANTIOQUIA","A","OFICIAL","NOCHE",27,43.89,42.41,45.26,42.19,44.33,44.07,45.85
168815,"INSTITUCION EDUCATIVA MANUEL URIBE ANGEL",5266,"ENVIGADO","ANTIOQUIA","A","OFICIAL","TARDE",10,45.3,42.6,40.1,40.2,48.6,44.9,40.9
62349,"INST LA CAMPIÑA",76001,"CALI","VALLE","B","NO OFICIAL","NOCHE",11,44.55,43.27,45.18,39.27,42.73,44.18,44
18986,"SEDE PRINCIPAL INSTITUTO JULIA RESTREPO",76834,"TULUA","VALLE","B","OFICIAL","MAÑANA",3,55,51,55,56.33,47,51,53.33
193409,"COLEGIO CARLOS GONZALEZ (R)",5086,"BELMIRA","ANTIOQUIA","A","OFICIAL","SABATINA - DOMINICAL",25,39.92,39.92,38.52,33.92,42.52,40.52,39.8
169698,"CENT PANAMERICANO DE CAPACITACION SEDE SUBA",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",18,44.72,45.61,42.89,44.17,44.5,44.94,42.78
36681,"COMFANDI MIRAFLORES",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",130,57.38,55.72,57.98,59.81,59.8,57.11,57.32
95745,"CENT PRESENCIAL ESTUDIANTIL CENPES",54001,"CUCUTA","NORTE SANTANDER","A","NO OFICIAL","MAÑANA",36,44.39,43.72,44,42.86,44.44,44.33,44.33
124834,"COLEGIO CAMPESTRE SAN DIEGO - SEDE PRINCIPAL",25175,"CHIA","CUNDINAMARCA","B","NO OFICIAL","COMPLETA U ORDINARIA",24,59.33,60.13,61.79,64.21,76.96,62.13,60.04
19448,"COL NUEVA GRANADA",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",103,64.94,75.23,70.66,70.98,90.16,76.46,66.74
104547,"COLEGIO CORPORACION SANTO DOMINGO",15001,"TUNJA","BOYACA","A","NO OFICIAL","MAÑANA",21,50,51.19,50.62,52.57,48.48,52.14,51.24
49312,"CORP COLEGIO LICEO CENTRAL MIXTO",13001,"CARTAGENA","BOLIVAR","A","NO OFICIAL","TARDE",3,44.33,41.33,42.67,35.33,49.33,40,41
155739,"NUEVO INSTITUTO DE APRENDIZAJE SURCOLOMBIANO - SEDE PRINCIPAL",86001,"MOCOA","PUTUMAYO","A","NO OFICIAL","SABATINA - DOMINICAL",4,42.75,43.25,43,42,48.25,43.25,44.25
40154,"COLEGIO LYNDON B. JOHNSON - SEDE PRINCIPAL",8001,"BARRANQUILLA","ATLANTICO","B","NO OFICIAL","COMPLETA U ORDINARIA",47,56.6,57.83,58.72,57.11,77.72,60.36,57.34
114405,"COL SEMIPRECENCIAL SANTA CRUZ",50001,"VILLAVICENCIO","META","A","NO OFICIAL","SABATINA - DOMINICAL",10,47.3,45.5,48.3,46.8,48.2,46.3,45.1
88617,"CENT JOHANN KEPLER",11001,"BOGOTÁ D.C.","BOGOTA",NA,"NO OFICIAL","MAÑANA",143,46.83,45.59,46.83,43.83,44.97,45.89,47.14
79160,"COLEGIO BILINGUE DIANA OESE",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",34,73.94,87.82,78.71,81.53,92.56,89.03,72.38
124487,"COL TRIANGULO",25290,"FUSAGASUGA","CUNDINAMARCA","A","NO OFICIAL","MAÑANA",7,44.86,44.57,42.57,41.29,44.29,44.43,42.86
83014,"INSTITUTO SAN FERNANDO FERRINI",73268,"ESPINAL","TOLIMA","A","NO OFICIAL","SABATINA - DOMINICAL",4,43.25,44.75,45.75,46.5,43.75,47.25,47
160630,"LICEO DEL SUR - SEDE PRINCIPAL",20011,"AGUACHICA","CESAR","A","NO OFICIAL","SABATINA - DOMINICAL",5,39.4,38,43,38.6,43,42.6,43.4
138156,"I.E.D. DE MANTA - SEDE PRICIPAL",25436,"MANTA","CUNDINAMARCA","A","OFICIAL","SABATINA - DOMINICAL",22,39.86,41.36,37.36,37.27,41.64,41.64,38.55
46490,"FUND GIMN LOS PORTALES",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",37,66.73,72.65,70.54,73.03,83.95,74.35,67.95
94680,"INSTITUTO IPANA",76001,"CALI","VALLE","B","NO OFICIAL","NOCHE",5,46.6,40.2,43,45.6,46.4,42.6,45.4
45468,"COL. BTO. ERNESTO PARODI MEDINA",44279,"FONSECA","LA GUAJIRA","A","OFICIAL","NOCHE",32,39.5,40.22,35.31,35.91,42.94,39,36.38
156349,"I.E. DEL VALLE - SEDE PRINCIPAL",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",4,44.25,41.5,49.25,52.5,42.25,42,50.5
